Gene	Chip2_1cell_A3	Chip2_1cell_B3	Chip2_1cell_A4	Chip2_1cell_B4	Chip2_1cell_A5	Chip2_1cell_B5	Chip2_1cell_A6	Chip2_1cell_B6	Chip2_3cells_A7	Chip2_3cells_B7	Chip2_3cells_A8	Chip2_3cells_B8	Chip2_3cells_A9	Chip2_3cells_B9	Chip2_11cells_A10	Chip2_11cells_B10	Chip2_11cells_A11	Chip2_11cells_B11	Chip2_11cells_A12	Chip2_11cells_B12
Gm36195	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm41409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naa60	0	0	0	0	0	719	0	0	12	14	0	0	0	34	12	22	0	1	33	183
Gm41410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700037C18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluap1	0	1889	0	1180	0	0	1316	16	99	462	31	683	794	643	0	532	248	116	334	618
LOC115488700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrc3	0	467	0	1	0	886	0	0	0	146	1	0	829	12	178	99	927	4	380	44
Slx4	0	0	2	0	1	677	2	0	2	0	1446	3	196	0	3	0	3	4	188	6
Dnase1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trap1	0	1	1	1176	1	128	0	1	873	418	3	702	835	1478	595	628	1790	300	727	824
Crebbp	0	0	7	11	3	699	1	0	7	6	2	144	229	1986	248	240	277	396	547	6
4930455F16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adcy9	25	27	0	22	29	278	42	0	35	29	780	9	42	27	30	41	21	79	127	377
Srl	0	1	0	0	1	2	2	0	0	1	19	6	1	0	1	1	7	2	2	2
Tfap4	0	3	8	4	14	2051	5	34	1	10	28	7	134	3	5	16	12	150	47	64
D330022H12Rik	0	0	0	0	0	68	0	0	0	0	450	0	0	0	0	0	0	0	0	0
Glis2	0	0	0	0	542	190	0	0	0	33	0	5	0	0	0	5	321	67	70	0
Pam16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coro7	0	703	14	47	0	645	18	1	1	5	10	4	12	11	1	19	45	78	129	21
Vasn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnaja3	0	0	3558	2	4	5312	1	6	373	2451	0	442	522	696	114	1445	611	1338	312	466
Nmral1	0	0	0	0	0	0	0	0	290	791	0	0	404	0	298	160	747	155	381	0
Hmox2	0	591	0	644	0	331	1004	3	595	147	425	720	601	741	128	653	941	918	994	122
Cdip1	0	0	0	0	0	518	2190	0	0	983	647	698	0	410	129	338	370	212	231	228
4930562C15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm36513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubald1	0	737	0	0	738	387	0	1494	364	900	531	296	709	659	105	759	377	404	829	486
Mgrn1	0	1588	12	675	7	26	4	19	1	28	4	172	53	1110	2	100	242	33	192	315
Gm16861	0	0	0	0	0	0	0	0	0	14	0	0	0	188	0	7	0	0	7	0
Nudt16l1	0	2123	0	0	999	0	0	0	295	211	431	756	3	398	0	278	1232	27	622	450
Anks3	0	0	0	26	24	357	1	2	2	449	915	693	15	4	23	105	100	57	388	103
Gm36681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930451G09Rik	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	36	0	0	47	0
Septin12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rogdi	0	0	0	0	0	0	1460	0	0	391	0	253	0	0	135	450	0	133	517	145
Glyr1	0	3	4077	2383	336	2012	0	2	47	3	507	660	822	936	251	51	337	126	575	54
Ubn1	0	0	0	0	0	176	0	151	230	40	0	0	4	750	39	15	568	74	644	0
Gm23483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppl	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
Sec14l5	0	0	0	0	0	1566	0	0	0	0	0	0	0	0	0	0	0	121	0	0
Nagpa	0	964	0	1135	2148	621	701	0	0	29	0	325	0	0	0	77	0	89	372	0
AU021092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alg1	0	0	1094	0	0	1032	1349	1	595	215	0	468	938	297	313	559	252	432	389	278
Eef2kmt	0	0	0	662	0	502	0	0	0	0	43	0	475	511	1	193	121	0	540	0
Gm15983	0	0	0	6	0	4	1	1	0	0	0	1	0	0	18	2	0	4	3	0
LOC115488699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41414	0	531	8	685	147	766	334	0	132	429	386	356	326	152	208	450	466	283	406	403
Gm41416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbfox1	0	0	0	0	3	0	0	0	0	0	8	1	0	0	5	1	0	1	128	99
Gm52234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123O21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118568251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29936	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30012	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Mettl22	0	0	0	0	0	784	1535	1	0	0	0	274	7	0	0	134	0	334	260	0
Gm23706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abat	0	1	4	5	5	1668	5	3	2	31	1	39	4	3	2	25	7	11	71	189
Tmem186	0	0	0	0	0	0	0	0	0	13	1078	0	0	0	284	2	455	233	570	0
Pmm2	0	1674	0	1842	0	862	0	0	1313	1796	0	1514	642	576	722	908	2348	62	718	977
Carhsp1	0	0	0	0	0	197	0	0	351	228	1801	212	1026	456	442	825	594	295	1121	686
Gm5767	0	1	3	0	1	2	0	2	0	0	1	2	1	0	0	8	14	3	5	4
Usp7	0	1	2	5	1712	531	1	2	1	846	4	585	776	63	18	83	7	210	611	12
Gm25805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810013L24Rik	0	60	0	2	0	0	0	2711	0	75	428	500	0	558	138	662	938	541	1035	18
Gm30310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118568252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Grin2a	0	0	2317	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
Gm30668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl39l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atf7ip2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm24667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emp2	0	0	0	777	1618	0	0	0	0	215	919	469	362	479	244	70	251	309	0	137
Gm1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Tekt5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm41419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nubp1	0	108	0	79	0	557	0	0	0	37	37	101	330	91	79	99	100	25	180	73
Tvp23a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
Gm41420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC115488669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dexi	0	0	0	0	0	0	0	0	0	0	0	2	4	0	123	0	7	3	0	4
Clec16a	0	0	0	0	0	2	2	0	61	96	0	1	87	0	45	95	49	0	467	56
Gm52264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118568253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Socs1	0	0	0	0	0	13	0	0	0	21	0	0	199	0	57	0	168	2	0	33
Tnp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prm3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rmi2	0	0	0	0	2	3	0	0	0	0	0	42	0	0	2	14	25	24	23	0
LOC118568254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Litaf	0	7302	80	2779	1187	1786	2154	0	880	1203	3557	6108	6111	2523	1535	4107	5363	1822	3960	1768
Gm4262	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	89	0	0	0	0
Gm10832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9861	0	0	0	0	0	981	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snn	0	0	0	49	0	0	0	0	0	0	29	0	0	28	95	6	32	162	11	7
Txndc11	0	0	0	0	2141	1	0	0	0	108	272	21	3	137	0	36	1	198	181	161
Zc3h7a	7	1177	136	3239	740	1877	392	275	420	395	867	535	805	930	778	910	624	703	1520	1331
Gm24145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930509G22Rik	0	6	0	32	1	2	4	1	3	6	2	6	9	1	3	5	6	8	15	3
Rsl1d1	0	1755	0	5015	0	3135	0	0	239	2621	6068	6950	2186	2337	1506	2779	5703	2288	3247	2558
2610020C07Rik	0	0	0	0	0	106	0	0	4	66	0	30	0	0	0	24	47	52	26	0
Gspt1	0	0	0	83	463	2	646	1074	438	342	753	808	364	1408	418	739	435	313	1078	441
LOC115488671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1945	0	0	0	0	1	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx29	0	18	0	4	4	217	0	5	33	16	2	3	2	339	3	17	206	5	505	67
Gm32100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4833415N18Rik	0	1020	0	0	0	540	0	0	0	0	0	76	0	0	195	0	0	152	66	0
Cpped1	0	0	0	0	0	1061	0	0	0	541	0	480	510	749	106	746	5	0	212	341
Gm9961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shisa9	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0
Gm45919	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	2
Gm38619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930414F18Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1700003L19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ercc4	0	0	6	14	0	125	0	0	0	0	660	1	15	1	0	124	385	0	154	241
Gm32596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrtfb	0	253	0	0	154	841	0	0	0	28	0	0	0	0	199	87	0	122	209	13
LOC115488652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41421	0	0	0	0	0	1723	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-TTcgt5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir193b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir365-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310015D24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0
Parn	1	1647	41	20	84	1185	3873	5	37	46	8	379	669	13	22	316	248	627	429	346
Bfar	0	39	0	0	19	805	2589	38	0	2	14	325	153	0	1	663	1	354	556	562
Pla2g10	0	2	2	1	4	25	0	4	1	3	0	15	0	3	7	3	2	4	9	5
Pla2g10os	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	12	0	23
A930007A09Rik	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrn3	0	972	1	6	51	3619	3461	6	326	109	234	1	17	40	4	303	268	13	271	2
Ntan1	0	1808	0	0	0	310	0	0	973	745	527	868	674	407	625	745	794	431	624	291
Pdxdc1	3723	2593	7	2824	128	1023	1	1	1	5	45	4	32	113	405	222	972	56	212	811
Mpv17l	1	0	0	996	3	2	21	14	10	2	685	527	0	396	30	177	1	197	12	56
Ifitm7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmerb1	0	9	5	2	9	5	2	3	6	4	1	67	21	6	10	19	13	7	7	16
LOC118568255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marf1	0	1	0	0	0	0	0	3	1	11	0	24	0	0	2	28	1	66	162	3
Mir484	0	0	0	0	0	10	0	0	7	22	6	0	7	0	2	2	2	28	0	0
Nde1	0	0	7539	1	2	3514	0	0	1580	940	0	9	515	985	0	1564	524	903	1509	226
Myh11	0	0	0	1	0	8	1	0	3	0	0	3	1	0	0	0	0	2	1	1
Cep20	0	7096	34	3120	3589	889	1586	2	544	2732	824	1842	993	1098	1231	2196	876	1482	2315	2293
Abcc1	0	0	0	0	0	1	0	0	0	80	0	0	3	0	0	84	3	0	306	1
A630010A05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	2
LOC115488637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snai2	0	975	0	5520	0	481	0	0	1804	542	1273	2403	849	755	636	2464	1209	1123	1141	727
Gm25547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efcab1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
Gm41423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41424	0	0	1	27	2	2	0	0	0	0	0	0	0	1	7	2	19	0	19	0
Ube2v2	0	1837	8	2470	8	1115	2331	3	850	2371	492	2512	462	674	1332	1883	1928	1572	2545	1870
Mcm4	0	2	5	6	3	2791	2	3	4	58	2	2209	17	1079	412	675	621	16	644	264
Prkdc	0	98	34	122	32	761	9	326	1	6	8	43	22	12	26	143	292	130	262	413
Gm52255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mzt2	0	739	0	530	0	54	0	2197	263	910	0	435	0	346	191	440	212	332	270	124
Gm41425	0	2	0	0	0	214	0	0	4	0	0	0	0	0	0	1	0	0	0	0
Cebpd	0	0	0	1	0	3	0	24	0	0	0	586	843	259	543	365	613	661	577	571
Spidr	2	2595	240	2239	94	514	315	194	4	196	212	381	938	93	580	473	413	752	322	517
Pkp2	0	0	0	84	0	0	0	0	0	159	0	6	0	208	0	64	96	83	0	56
Yars2	0	0	0	0	1175	1	0	1	308	8	1	450	412	0	489	302	194	347	201	87
Dnm1l	0	0	0	0	0	28	0	0	0	408	0	227	104	1167	75	615	484	29	419	238
Fgd4	0	1	1	6	5	8	6	12	1	0	2	12	17	21	2	8	3	6	13	18
Olfr19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933404G15Rik	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm46570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Spag6l	0	0	2	0	0	0	0	0	0	2	0	5	0	1	0	1	0	0	6	0
Rpl31-ps12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-TKctt3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igll1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vpreb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0
Top3b	0	1484	0	0	0	61	0	0	288	53	0	231	0	0	0	146	373	283	354	0
Ppm1f	0	8	14	7	6	10	5	5	0	7	80	325	283	369	1	130	654	26	351	32
Mapk1	0	1283	9	1521	1335	13	128	3703	412	15	96	1565	107	949	702	1025	2596	718	1763	920
Ypel1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	54	0	0	3
Ppil2	0	2822	4	2189	12	939	6	3132	1235	464	2575	1046	587	1051	310	872	1200	464	1383	417
2610318N02Rik	0	0	0	0	0	2	0	0	0	0	0	24	0	0	0	25	0	4	22	43
Mir130b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir301b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdf2l1	0	701	0	0	0	981	0	0	0	984	1239	293	185	2323	614	1714	844	369	445	398
Ccdc116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ydjc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	229
Ube2l3	0	6163	0	8222	1139	1416	1057	24	5350	7474	4771	7145	4531	3126	2668	4964	7735	4077	4231	3391
Gm22129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rimbp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hic2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	6
Tmem191c	0	0	0	0	0	0	0	0	0	0	286	284	0	153	0	0	0	0	0	0
Pi4ka	0	0	1	31	192	161	15	3	4	11	196	424	17	204	5	199	277	10	994	439
Serpind1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snap29	0	0	2	513	806	5	0	1	72	219	2	147	160	161	31	125	5	142	165	221
Crkl	0	69	93	41	446	814	53	0	327	14	873	255	28	117	33	120	76	111	995	214
Aifm3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Lztr1	0	0	31	10	0	4	0	1	0	6	2	33	473	249	110	230	1009	147	377	82
Thap7	0	0	0	665	0	479	1221	0	710	1431	1147	881	1057	1471	758	755	906	780	1055	752
Lrrc74b	0	0	0	0	0	293	0	0	0	0	1	0	176	0	0	0	1	287	0	0
P2rx6	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
Slc7a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smpd4	0	5	0	0	1	0	0	0	0	0	0	0	45	4	1	173	1	1	433	1
Ccdc74a	0	0	0	0	0	0	0	0	0	0	0	0	58	0	92	0	144	0	18	0
Med15	0	2201	21	13	4	15	14	8	2	26	0	1298	794	260	250	222	504	8	537	74
Klhl22	0	736	0	1019	890	1053	0	0	673	0	0	1725	391	812	195	539	575	510	1128	471
Scarf2	0	0	0	0	103	664	0	0	0	0	0	0	58	187	11	4	267	184	88	155
B830017H08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Car15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgcr2	1	2	43	789	12	59	249	5	2	23	1280	388	425	1173	126	280	147	22	784	242
Tssk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tssk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ess2	0	2005	0	1141	0	0	0	0	0	385	1590	1193	623	0	0	358	0	0	542	278
Gsc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a1	0	0	0	820	1471	509	0	0	294	2716	0	955	1963	102	182	1536	1404	369	1354	814
Gm41427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vpreb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Dgcr6	0	1	8	1470	1581	1510	1	0	1050	1310	3213	562	1644	1986	627	1219	1503	917	832	1412
Prodh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm52241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtn4r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118568256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933432I09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc188	0	0	1	5	8	18	4	0	1	5	0	3	3	1	5	1	1	9	12	20
Zdhhc8	0	0	1	0	0	0	0	1	4	28	0	0	25	0	0	1	1	134	103	0
Ranbp1	1356	13856	20347	13695	6150	13553	3738	6617	14634	10571	6685	18607	9323	5454	11705	19003	19951	12597	14520	8634
Gm25777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trmt2a	0	0	0	1958	0	1022	0	0	0	0	0	1303	1242	563	175	553	7	13	255	366
Dgcr8	0	27	3	6	3	963	84	44	0	14	3	339	153	6	198	166	17	27	319	14
Mir1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tango2	0	1319	0	836	1643	202	55	0	3	3	842	586	489	4	414	830	755	182	317	611
Mir185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arvcf	0	2	5	1	3	3	1	4	2	10	547	10	1	22	36	1	243	3	50	4
Comt	1	3714	63	501	3154	2869	7935	131	924	1796	1532	3165	1465	1613	1100	1967	1711	2039	1829	1575
Gm15764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txnrd2	0	9	4	11	16	17	9	4	743	12	10	311	4	74	25	24	43	231	15	37
Gnb1l	4	356	170	1133	229	856	187	100	352	228	266	287	1458	595	404	712	1299	850	1066	514
Tbx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930588K23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gp1bb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Septin5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41429	0	0	2	5	4	0	0	2	0	4	0	6	2	2	1	6	1	6	1	6
Gm41428	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0
Cldn5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc45	0	0	0	1184	1115	780	14	0	716	652	1012	808	113	1	2	325	796	442	158	8
Gm52240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ufd1	0	0	0	0	936	272	2715	888	1192	1001	1942	188	978	1960	640	2086	1804	1633	1672	706
2510002D24Rik	0	603	0	0	0	0	0	0	155	169	0	185	1	281	125	146	0	53	231	0
Mrpl40	0	2665	0	1833	1510	556	772	0	489	1462	2001	1827	2744	1850	1246	1778	551	1198	1547	872
Hira	0	0	0	3	0	1	0	1	0	3	1	91	1	247	0	24	2	39	196	3
Igl	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Iglc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iglj1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iglc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iglj3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iglv1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105246083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iglc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iglj2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iglv3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
