Protein	Protein.ID	Entry.Name	Gene	CtrlA1	CtrlA10	CtrlA11	CtrlA12	CtrlA2	CtrlA3	CtrlA4	CtrlA5	CtrlA6	CtrlA7	CtrlA8	CtrlA9	CtrlB1	CtrlB10	CtrlB11	CtrlB12	CtrlB2	CtrlB3	CtrlB4	CtrlB5	CtrlB6	CtrlB7	CtrlB8	CtrlB9	CtrlC1	CtrlC10	CtrlC11	CtrlC12	CtrlC2	CtrlC3	CtrlC4	CtrlC5	CtrlC6	CtrlC7	CtrlC8	CtrlC9	CtrlD1	CtrlD10	CtrlD11	CtrlD12	CtrlD2	CtrlD3	CtrlD4	CtrlD5	CtrlD6	CtrlD7	CtrlD8	CtrlD9	TrtdA1	TrtdA10	TrtdA12	TrtdA2	TrtdA3	TrtdA4	TrtdA5	TrtdA6	TrtdA7	TrtdA8	TrtdA9	TrtdB1	TrtdB10	TrtdB11	TrtdB12	TrtdB2	TrtdB3	TrtdB4	TrtdB5	TrtdB6	TrtdB7	TrtdB8	TrtdB9	TrtdC1	TrtdC10	TrtdC11	TrtdC12	TrtdC2	TrtdC3	TrtdC4	TrtdC5	TrtdC6	TrtdC7	TrtdC8	TrtdC9	TrtdD1	TrtdD10	TrtdD11	TrtdD12	TrtdD2	TrtdD3	TrtdD4	TrtdD5	TrtdD6	TrtdD7	TrtdD8	TrtdD9	TrtdtA11
sp|Q9EQQ9|OGA_MOUSE	Q9EQQ9	OGA_MOUSE	Oga	56940.094	34893.973	71359.11	35470.773	47667.87	60471.555	0	45522.582	0	27429.885	34773.418	42738.527	44823.03	27627.604	54572.906	51092.25	53807.4	0	42529.914	27246.695	19253.314	27217.432	38330.62	43826.824	34592.914	0	44281.31	28274.662	34968.82	51152.848	0	0	0	58716.18	34935.367	0	19560.059	0	0	0	62717.918	0	0	0	0	35536.91	73417.64	42169.69	0	89699.36	79887.98	15079.811	62819.61	0	69458.07	68056.375	67575.75	88019.414	95719	121932.58	68370.22	126036.01	108192.86	0	0	84696.34	65480.12	91050.734	61432.984	48360.887	84506.05	64061.227	54669.7	84454.61	86688.69	57392.766	56331.695	91274.016	61858.344	66190.47	70791.51	93569.93	94074.01	73016.18	57608.94	27327.365	0	84922.59	0	0	0	85887.266	60489.06	0	52840.355	0
sp|Q9EQU5|SET_MOUSE	Q9EQU5	SET_MOUSE	Set	1643595.6	1242529.1	1879650	852799.56	836727.8	1141214.6	0	1151816.8	0	905030.06	1040591.25	1079143.9	1351202	1692207	2084534.4	1364385.9	1487274.9	0	1174184.6	887401.06	624576.4	1196757.8	1228904.1	1079775.5	951529.44	0	1290800.6	1560216.2	1170845	892720.7	0	0	0	1248155.2	971152.7	0	60812.58	0	0	0	1610566.8	0	0	0	0	1307190.4	1887705.8	810929.44	0	2876123.8	2734938.2	1454737.9	1805196.6	0	2195562	1689499	2210376	3010616.2	2587432.2	2620969	2004423.8	2323462.5	2591351	60967.242	44033.19	2390376	1960088.2	2711303.2	2158089.5	1434083.6	2590882	2333807.5	1673710.9	2474293.2	2655282.2	2227127.2	1796628.1	2290534	1632627.4	2327012.5	2830943.5	3184559	2145661.8	2025830.6	1784638.2	70778.164	56065.24	2183399.5	0	48843.29	51175.59	2817941	1889058.8	2787170.8	1933513.9	73980.44
sp|Q9ER00|STX12_MOUSE	Q9ER00	STX12_MOUSE	Stx12	70499.99	61138.12	118999.91	77438.39	61617.727	105708.805	0	53953.37	0	55432.574	68117.805	83331.18	66934.63	55747.906	128750.51	73932.08	83495.68	0	82934.35	59148.844	30289.566	75896.77	53569.746	84363.6	77451.87	0	81758.06	72098.625	93719.6	52230.77	0	0	0	82448.555	45270.76	0	0	0	0	0	81052.55	0	0	0	0	63685.332	100988.53	43602.03	0	136470.05	135029.22	90967.016	110746.41	0	93218.016	67799.42	156449.69	144330.47	135484.61	162612.1	113856.484	199787.92	149331.75	0	54753.902	116754.42	105428.26	153814.73	99982.07	84187.32	132639.84	71399.68	100969.56	136869.03	97247.84	70854.16	73361.49	130138.54	76531.27	95114.58	73217.46	134663.66	120343.46	107720.664	119503.31	30631.26	37323.36	100012.19	0	0	0	128908.23	103210.25	0	129417.72	40848.207
sp|Q9ER41|TOR1B_MOUSE	Q9ER41	TOR1B_MOUSE	Tor1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10372.493	0	0	0	0	44779.547	0	0	0	29195.094	0	0	29131.45	0	0	56084.78	0	0	36744.12	29593.682	0	0	0	0	0	0	0	0	35688.727	27159.674	0	41437.297	26861.21	36554.65	28405.777	42990.855	0	0	0	0	40244.965	0	0	0	25069.607	0	0	0	0	34136.266
sp|Q9ER69|FL2D_MOUSE	Q9ER69	FL2D_MOUSE	Wtap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33792.906	0	0	0	0	30054.018	0	0	0	28983.924	0	28563.428	0	0	0	0	0	35729.355	0	0	0	35608.746	0	31879.096	0	0	0	0	0	0	31606.998	0	38008.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q9ER72|SYCC_MOUSE	Q9ER72	SYCC_MOUSE	Cars1	197015.38	118624.9	228941.03	97614.14	82502.27	115443.49	0	131466.36	0	80415.63	102834.72	176841.66	132382.78	126568.86	204225.2	110379.27	195486.02	0	114349.38	102538.97	80466.95	112525.83	105602.9	147120.05	74432.97	0	124061.73	143197.58	97074.21	99343.336	0	0	0	134434.84	92533.5	0	35772.156	0	0	0	138566.75	0	0	0	0	125596.46	208758.1	95966	0	340519	299127.5	61549.508	224993.03	0	255692.39	189098.03	261457.77	321276.56	274968.38	280806.3	266518.03	349816.06	301336.34	0	45217.33	279910.56	220250.33	313913.53	261119.7	139146.61	293246.34	251671.38	216731.33	268171.78	284649.25	219461.23	190691.36	256554.44	198822.31	258943.27	243009.53	393047.7	303285.97	191060	206991.19	57818.844	46998.72	245410.97	0	37490.555	0	301850.97	186918.14	381491.88	212067.28	48937.742
sp|Q9ER73|ELP4_MOUSE	Q9ER73	ELP4_MOUSE	Elp4	46009.51	36224.285	0	20714.459	22268.455	21652.668	0	29437.559	0	41923.965	29621.22	18566.572	31622.299	31834.365	0	22068.037	50934.14	0	41163.332	28995.965	22325.121	0	27594.713	28855.002	20892.31	0	23244.758	32177.562	0	35297.76	0	0	0	33299.42	0	0	0	0	0	0	0	0	0	0	0	27683.734	56998.117	22190.115	0	62668.137	56180.305	11637.523	43913.008	0	33615.95	28207.146	42128.08	37910.164	42337.637	58870.49	22160.29	35491.88	61677.06	0	0	30836.781	47259.17	49416.75	34920.855	0	43565.1	31273.654	34658.61	47244.04	37587.61	58642.582	0	43885.637	39760.227	65688.07	36784.094	44801.535	35870.793	24668.914	38001.504	0	0	46744.074	0	0	0	36690.066	31958.207	0	47589.777	0
sp|Q9ER81|IFG15_MOUSE	Q9ER81	IFG15_MOUSE	Tor1aip2	0	0	0	0	0	0	0	0	0	0	0	0	13133.469	0	0	0	8380.157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16770.326	14479.266	0	0	0	0	0	20072.865	0	19926.129	22108.195	12055.924	0	0	0	0	0	0	18111.967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11899.196	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q9ER88|RT29_MOUSE	Q9ER88	RT29_MOUSE	Dap3	36950.53	20356.682	27640.475	0	0	0	0	25825.756	0	0	0	30374.186	25794.27	28001.754	43333.203	24709.494	31293.549	0	26431.662	20896.951	0	26343.896	27555.688	0	0	0	0	27644.254	0	25456.178	0	0	0	27492.992	25317.805	0	0	0	0	0	39501.363	0	0	0	0	29900.787	28971.375	0	0	57433.336	47011.992	32082.875	39427.47	0	43065.26	0	45311.824	46818.164	46879.887	56631.01	0	76954.125	59912.7	0	59217.332	43415.39	35299.86	62248.383	42681.703	0	41453.977	0	37235.867	42314.285	67353.42	39436.27	41882.43	41434.992	28091.734	38587.273	0	62943.215	48930.574	49192.223	32634.914	11681.261	87963.266	39377.227	0	0	62900.273	46572.992	38299.26	0	37459.574	45080.6
sp|Q9ERA0|TFCP2_MOUSE	Q9ERA0	TFCP2_MOUSE	Tfcp2	49204.875	31474.914	54817.062	0	34285.664	36539.19	0	38993.96	0	0	27073.56	44516.31	31488.21	0	39270.816	39030.94	45467.855	0	26387.09	25388.928	0	0	37684.63	28485.127	0	0	39099.484	28751.973	0	23425.748	0	0	0	32162.861	21978.533	0	0	0	0	0	50209.324	0	0	0	0	23476.154	51734.703	0	0	100551.88	84454.67	34238.867	62431.766	0	69748.75	70285.89	72750.94	94763.86	51828.47	110989.01	76580.336	89156.195	84625.21	0	0	68221.25	70937.52	95923.03	47289.137	33730.258	85428.02	53005.68	63975.664	92566.164	78858.75	54894.617	55187.555	68985.086	49014.066	79512.08	72428.336	102012.42	101834.945	41707.48	40922.914	15299.011	203520.81	66084.1	0	0	0	79147.695	46021.81	93388.74	67129.86	0
sp|Q9ERA6|TFP11_MOUSE	Q9ERA6	TFP11_MOUSE	Tfip11	30956.297	0	23276.857	15035.383	0	32782.543	0	0	0	0	15925.432	26348.627	19343.084	19680.254	0	25215.783	0	0	0	0	0	0	15953.602	0	0	0	14981.772	0	0	0	0	0	0	0	0	0	0	0	0	0	22487.91	0	0	0	0	0	0	0	0	40135.566	51331.133	28156.291	39296.355	0	61624.633	36230.7	44530.242	52333.41	37568.11	40800.434	49189.473	52314.4	42750.13	0	0	46332.453	0	60976.027	36245.426	37887.223	41923.13	43820.098	39910.137	43019.605	42862.12	40761.938	39699.35	50508.38	33397.016	37825.996	41284.645	57061.89	39361.797	33065.883	30216.598	0	0	40058.86	0	0	0	0	34934.383	0	33013.406	16796.324
sp|Q9ERB0|SNP29_MOUSE	Q9ERB0	SNP29_MOUSE	Snap29	45672.11	31562.375	23944.584	0	25085.498	42203.43	0	32869.594	0	0	32818.79	35583.94	31475.691	32673.549	46816.637	36669.344	37169.992	0	35718.473	28232.229	17096.29	28369.75	0	31554.125	0	0	38393.43	40163.246	18384.348	0	0	0	0	31018.518	0	0	0	0	0	0	48491.73	0	0	0	0	23519.035	42494.914	25968.662	0	40337.656	47321.055	0	47869.58	0	58836.637	40965.242	65451.965	55465.02	58157.613	80878.32	40501.42	64746.277	75278.74	0	0	41436.1	44312.207	65163.1	43736.793	43327.88	58196.777	32890.58	59871.465	49122.26	64966.707	38902.414	37592.324	56566.848	29857.861	39357.867	62148.402	58764.688	49776.99	47697.41	37767.188	0	0	57692.95	0	0	0	65627.3	39936.324	0	46645.414	0
sp|Q9ERE7|MESD_MOUSE	Q9ERE7	MESD_MOUSE	Mesd	186806.11	167358.62	200202.38	119630.42	95012.5	236103.33	0	145631.1	0	87450.95	167862.2	152286.7	146385.97	119342.59	193544.69	137712.78	165075.06	0	174103.16	122351.8	100948.86	150667.42	149072.66	151844.98	110722.49	0	143609.2	151921.66	113168.5	100298.15	0	0	0	166701.77	100865.91	0	0	0	0	0	187839.6	0	0	0	0	129517.516	212724.34	108013.96	0	314279.9	300762.44	216320.25	205371.39	0	286088.53	301404.12	360599.4	277467.3	234372.84	339964.78	210924.3	355844.12	302485.34	0	208145.78	232266.89	213841.66	371364.2	247229.5	223535.84	322868.34	190462.9	240361.9	271748.1	318331.44	232563.77	193577.89	340862.5	158844.2	295783.44	230261.39	331563.75	306784.6	196729.39	280515.72	54879.22	406580.38	244082.75	0	0	420580.44	314943.8	180397.44	412811.84	283641.72	340817.2
sp|Q9ERG0|LIMA1_MOUSE	Q9ERG0	LIMA1_MOUSE	Lima1	297507.78	225168.08	294676.38	122545.51	145747.8	294672.2	0	233976.42	0	196351.73	193908.78	247094.73	164954.25	287596.03	236660.72	201313.2	214705.23	0	103946.51	172162.97	113133.09	209289.69	169614.22	301685.1	139966.28	0	186421.48	219933.67	169038.39	83230.05	0	0	0	211516.03	107170.51	0	0	0	0	0	301859.06	0	0	0	0	201151.19	251896.4	101468.945	0	513555.97	469149.25	268465.2	399942.97	0	356173.12	413870.88	451604.2	575821.5	502120.78	561425.75	247059.12	437483.88	394252.7	0	90850.57	329341.6	326481.4	506258.72	205701.08	249913.42	403918.28	347810.8	449417.3	316652.25	400279.28	223392.67	324433.28	445757.78	243062.92	432865.7	399616.25	500735.72	348861.56	322097.5	364597.66	61363.074	85553.31	364391.3	0	45613.93	43281.305	525869.3	224238.44	629497.06	481175.1	268749.6
sp|Q9ERG2|STRN3_MOUSE	Q9ERG2	STRN3_MOUSE	Strn3	0	21928.9	0	0	28253.123	34540.23	0	0	0	23793.19	25744.78	33062.05	0	33068.24	0	26595.357	30585.275	0	0	0	0	0	36027.023	21869.121	0	0	0	0	0	0	0	0	0	26990.838	0	0	0	0	0	0	0	0	0	0	0	0	0	15333.585	0	0	58837.477	0	21105.246	0	0	36348.52	0	51866.223	0	39887.77	42083.7	0	41909.008	0	15729.534	0	56833.562	41431.266	29326.855	0	33030.098	0	23790.697	0	0	31774.46	0	45516.09	0	33797.75	41568.793	43804.33	0	0	25632.334	0	0	0	0	0	0	36368.258	0	0	0	0
sp|Q9ERH4|NUSAP_MOUSE	Q9ERH4	NUSAP_MOUSE	Nusap1	58015.387	17986.248	16926.775	16212.474	0	0	0	0	0	0	0	37895.32	30262.023	24035.922	53866.332	19987.209	53384	0	0	0	0	0	73480.086	19195.63	0	0	36010.645	0	0	0	0	0	0	35000.53	0	0	0	0	0	0	31298.535	0	0	0	0	0	68868.38	0	0	65602.195	119762.34	102982.4	88677.32	0	64318.684	162385.55	153053.92	51015.11	143631.84	0	88445.57	70794.99	137461.1	0	46049.027	102882.484	70210.2	48817.31	58435.277	51977.465	119809.77	127120.48	122286.984	33739.035	50766.992	152892.58	52470.906	118754.02	69544.88	0	61487.15	98459.87	104256.58	75183.5	107594.72	0	37458.965	56439.383	0	0	63224.773	62484.715	71060.2	0	65548.02	50167.68
sp|Q9ERI6|RDH14_MOUSE	Q9ERI6	RDH14_MOUSE	Rdh14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q9ERK4|XPO2_MOUSE	Q9ERK4	XPO2_MOUSE	Cse1l	136448.8	117753.76	131581.86	70342.44	82281.41	130547.9	0	115392.484	0	92971.05	111379.984	106311.47	113602.914	153409.12	185268.78	116154.3	158018.33	0	145053.44	109709.266	76241.63	119197.086	121130.7	100846.21	102369.445	0	137517.88	137891.06	123246.164	94490.625	0	0	0	139181.98	83007.305	0	503043.5	0	0	0	190555.44	0	0	0	0	110023.05	173095.42	97629.586	0	277475	208370.69	47696.484	205166.8	0	238828.23	182713.56	250573.61	253074.23	219153.56	212473.62	255435.27	308760	292529.25	0	0	245700.84	210856.22	364117.06	241320.27	140340.23	280299.97	225094.36	207994.9	253777.9	285537.28	214813.3	190237.69	287095.84	177660.28	274529.53	190426.06	334850.53	257325.03	233656.62	176487.55	31283.734	13521.893	246542.64	0	0	0	265626.66	236411.6	251638.28	225760.19	0
sp|Q9ERN0|SCAM2_MOUSE	Q9ERN0	SCAM2_MOUSE	Scamp2	0	483594.97	114152.18	341735.88	66294.34	548811.4	0	58089.23	0	30192.795	0	48673.45	676469.56	0	129844.9	605461.25	107400.805	0	0	60168.574	322257.5	66635.96	37352.426	44479.38	0	0	53971.004	628411.44	207763.6	0	0	0	0	65985.64	0	0	0	0	0	0	459654.4	0	0	0	0	0	47289.117	402218.4	0	151267.62	129777.55	112049.195	351456.2	0	132558.03	94455.77	126796.09	151009.77	158983.62	169523.69	106816.57	165170.33	675547.2	0	273446.28	96171.67	99461.11	128795.04	81048.305	101551.445	619543.44	86571.055	65921.99	109545.766	138123.42	87004.945	120402.58	163605.44	85763.64	86487.96	0	128536.92	519737.66	116294.76	107810.88	36793.805	124227.09	89998.47	0	0	0	137088.55	115691.38	0	97048.89	255661.81
sp|Q9ERR7|SEP15_MOUSE	Q9ERR7	SEP15_MOUSE	Selenof	46797.36	55441.56	64518.074	47757.7	16428.566	56513.473	0	68004.36	0	37200.11	55358.277	69482.07	32230.604	62821.234	52697.92	60285.53	33966.547	0	49344.867	26264.252	28852.207	35212.086	60597.8	42351.66	22035.129	0	44965.027	52456.906	37487.14	0	0	0	0	52473.17	36779.926	0	0	0	0	0	55252.703	0	0	0	0	66740.58	59309.14	27612.242	0	175749.34	143728.27	72024.14	65243.566	0	103103.414	95310.914	143745.67	104373.77	121650.29	121895.68	100007.29	150505.25	131747.66	0	87101.33	77312.26	82350.53	151988.69	95828.38	53029.887	97008.26	54564.105	60545.3	105060.94	0	86240.58	81132.96	89870.836	63272.46	90825.88	78066.11	163247.08	135281.45	44011.953	88116.26	10612.494	205869.48	65007.566	0	0	155198.5	158513.06	75402.57	82393.375	97696.28	139476.48
sp|Q9ERS2|NDUAD_MOUSE	Q9ERS2	NDUAD_MOUSE	Ndufa13	60336.92	0	58221.445	31807.715	0	60874.316	0	58319.688	0	0	0	38786.28	51096.31	73915.836	0	51924.4	69519.54	0	0	0	0	56408.11	0	43945.008	0	0	42267.04	45749.156	0	0	0	0	0	51441.027	38693.86	0	0	0	0	0	77805.19	0	0	0	0	34882.34	56554.613	0	0	0	121606.94	59784.426	85271.14	0	60860.965	91207.55	91775.36	112648.71	0	113828.35	75290.71	176097.12	118260.94	0	142684.62	118881.75	76218.35	104665.32	58209.316	63324.453	141468.62	68154.695	80889.44	85510.25	148781.03	85737.44	62727.844	67496.78	0	95021.71	80869.31	123297.016	85604.98	52704.83	67717.66	0	287932.22	82073.414	0	0	169555.56	122927.54	66079.16	0	83620.516	127371.43
sp|Q9ERU9|RBP2_MOUSE	Q9ERU9	RBP2_MOUSE	Ranbp2	113188.98	99740.33	97569.89	76647.35	57341.87	107976.64	0	104076.48	0	89942.83	75274.78	99734.2	91809.445	121584.97	111866.984	113447.99	92158.56	0	33393.438	86141.05	56106.438	112194.99	89070.35	80471.22	92743.28	0	97869.54	105110.04	88127.555	60146.645	0	0	0	74652.26	69693.61	0	0	0	0	0	120888.445	0	0	0	0	92294.64	113453.86	55978.715	0	211180.6	173902.53	72957.79	138986.25	0	215727.14	112296.945	110769.75	172114.56	164937.52	174259.45	150112.9	164272.53	155464.05	0	0	141326.5	123051.13	210286.08	179902.69	131104.92	171540.61	144628.39	143469.16	169360.92	182429.73	155870.81	135699.36	141431.64	133992.02	157789.36	164574.36	224308.66	134903.36	155084.42	142400.56	0	0	146316.16	0	0	157075.9	212166.03	140205.44	0	188399.86	73055.36
sp|Q9ES56|TPPC4_MOUSE	Q9ES56	TPPC4_MOUSE	Trappc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24285.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20142.006	0	0	0	0	0	0	0	0	0	0	0	0	18294.164	0	0	0	0	0	0	10007.324	0	0	0	0	0	0	0	0	13141.315	19819.035	0	0	0	0	23189.832	0	0	0	0	0	0	0	0	0	0	0
sp|Q9ESD6|CKLF7_MOUSE	Q9ESD6	CKLF7_MOUSE	Cmtm7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q9ESL4|M3K20_MOUSE	Q9ESL4	M3K20_MOUSE	Map3k20	26033.549	22500.793	0	0	0	28631.383	0	0	0	22510.121	0	29139.707	0	23503.057	0	0	38307.445	0	0	0	0	25202.203	21574.418	35012.875	0	0	15659.695	25173.375	21243.979	25743.564	0	0	0	31998.938	0	0	0	0	0	0	41369.86	0	0	0	0	20697.31	54524.96	0	0	76138.734	49410.27	0	37414.316	0	67656.54	45301.44	64002.793	70249.92	56700.176	60493.68	48896.97	58979.293	60156.656	0	0	53107.664	56847.492	71067.86	51416.664	32499.857	64408.48	58620.375	47558.875	49247.2	58103.434	55359.992	44683.07	81270.99	41749.08	62360.973	52820.66	62255.555	56006.125	58164.51	46232.64	0	0	64083.51	0	0	0	67110.39	0	0	60561.688	0
sp|Q9ESP1|SDF2L_MOUSE	Q9ESP1	SDF2L_MOUSE	Sdf2l1	106404.52	60555.71	69823.97	0	31703.156	71969.164	0	40243.555	0	45072.13	55057.516	0	46264.195	42013.812	0	55514.125	69567.47	0	41487.492	50959.82	0	42039.77	38950.027	0	0	0	54584.45	0	59601.504	0	0	0	0	62117.63	0	0	0	0	0	0	68464.234	0	0	0	0	44609.785	73960.84	31228.172	0	113800.41	107313.88	75060.28	68705.016	0	77180.65	101636.12	106464.61	90069.586	79709.65	193121.86	0	139476.6	113942.76	0	105168.4	74167.336	76041.97	126780.54	56415.67	84391.37	96139.01	58443.457	67068.35	118958.25	98027.97	47584.008	63466.203	81714.07	48715.25	64759.47	57818.492	110525.586	65102.44	0	94311.31	0	175177.72	75222.836	0	0	113480.79	133207.42	61756.258	0	99200.61	147099.78
sp|Q9EST1|GSDMA_MOUSE	Q9EST1	GSDMA_MOUSE	Gsdma	56614.133	0	202797.2	0	0	133150.23	0	0	0	172794.4	0	0	0	0	294821.53	118339.336	0	0	0	0	0	0	0	0	1933260.5	0	0	185158.28	2044010.2	0	0	0	0	0	0	0	191752.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230630.83	0	0	0	0	0	189183.66	498160.72	0	0	0	0	0	0	713221.56	0	0	460638.28	0	277733.03	0	387192.6	90007.586	0	0	0	851111.25	383399	0	0	0	0	0	117143.73	0	0	0	27089.023	0	1420453.8	0	0
sp|Q9EST3|4ET_MOUSE	Q9EST3	4ET_MOUSE	Eif4enif1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q9EST5|AN32B_MOUSE	Q9EST5	AN32B_MOUSE	Anp32b	1036710.8	644123.7	750453.9	622533.3	422980.44	661858.25	0	729857.25	0	540882.9	566125.44	713086.2	843760	895026.75	898097.2	741756.75	853833.56	0	699503.9	532252.8	428726.44	702180.56	673132.8	555637.7	495971.88	0	659861.3	899951.3	641578	378544.47	0	0	0	571195.56	404989.3	0	16705.953	0	0	0	883117	0	0	0	0	544239.94	955272.56	500086.06	0	1517720.8	1482248.1	476984.97	1011110.9	0	1518574.2	1032125.56	1188333.8	1669254	1341061.2	1251215.1	1251478.2	1712436.4	1548320.9	43376.242	43716.96	1254283.9	1109863.5	1421030.4	1163902.5	609692.2	1231035.9	1041185.8	951828.25	1392530.4	1602796.9	1189923	913582.6	1038803.6	1012692.75	1118388.1	1329978.1	1328399.1	1078967.2	1144434.6	742015.3	135230.06	72151.36	1036992.6	0	87836.36	61770.344	1672688.2	793094.94	1125532.1	729604.4	0
sp|Q9ESU6|BRD4_MOUSE	Q9ESU6	BRD4_MOUSE	Brd4	30471.012	13828.303	19099.32	15339.159	10400.551	20541.766	0	16615.895	0	15729.655	11910.749	19737.844	22382.986	15060.192	0	21386.89	16131.511	0	0	0	0	0	15980.923	21810.855	0	0	26026.443	29799.438	28255.967	0	0	0	0	10060.012	0	0	0	0	0	0	21970.28	0	0	0	0	16768.404	0	0	0	31983.77	37151.082	19861.383	22915.65	0	34412.12	35045.098	40520.832	29327.031	41794.605	47149.54	23491.484	35376.723	37654.074	0	0	25641.465	30998.156	26829.23	25331.281	0	28303.209	22105.164	28509.375	32432.96	20778.168	41484.89	13998.005	31028.412	30507.695	32115.094	38410.324	33618.79	35417.086	24377.635	29025.629	0	0	21153.195	0	0	0	39557.48	29518.518	0	23814.543	0
sp|Q9ESY9|GILT_MOUSE	Q9ESY9	GILT_MOUSE	Ifi30	0	0	12679.488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35374.098	0	0	40770.21	0	0	0	47735.01	0	0	0	0	0	0	30370.803	0	0	0	0	0	0	0	0	0	0	0	0	28499.582	0	51169.14	0	0	0	0	0	0	0	0	0
sp|Q9ESZ8|GTF2I_MOUSE	Q9ESZ8	GTF2I_MOUSE	Gtf2i	115439.76	69428.74	72253.07	69163.234	55801.01	82033.09	0	68502.3	0	40407.55	55791.773	68158.516	93484.734	76523.336	103195.375	95329.66	74944.48	0	0	61237.97	40124.293	58373.582	99970.55	47588.336	50675.316	0	66808.16	74460.445	68384.44	52688.17	0	0	0	94882.125	56395.65	0	0	0	0	0	81308.81	0	0	0	0	57659.742	85555.55	61029.76	0	130823.016	125790.07	86184.51	71371.96	0	65367.14	79351.94	73105.47	119034.93	90375.695	90021.12	68175.31	100006.51	112388.56	147814.62	52989.227	64610.53	58999.38	80399.59	64573.383	48288.85	85478.96	65900.945	66138.664	81250.62	84903.01	90829.805	66544.17	90382.97	77187.71	103809.44	74399.1	117222.484	82459.336	80601.14	87436.22	0	0	68752.43	0	0	0	92549.76	96158.83	0	66833.46	0
sp|Q9ET22|DPP2_MOUSE	Q9ET22	DPP2_MOUSE	Dpp7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39765.367	0	0	0	0	0	35910.1	44559.72	23353.23	55132.37	0	0	0	0	47377.066	0	23174.334	0	18584.625	0	31998.768	13745.704	19813.01	30101.834	0	23013.963	0	0	0	0	31020.324	28547.365	0	0	18961.97	0	79736.734	0	0	0	0	30804.967	28177.188	0	0	0
sp|Q9ET30|TM9S3_MOUSE	Q9ET30	TM9S3_MOUSE	Tm9sf3	105574.97	84139.6	146740.16	76713.16	65554.11	128267.99	0	90760.1	0	80952.46	88617.516	88176.766	101243.48	108849.945	166903.88	98951.18	123313.47	0	86859.04	73072.91	51324.086	81174.61	97050.06	114404.086	109236.56	0	114477.71	90018.01	105184.71	75781.56	0	0	0	155539.48	62839.72	0	0	0	0	0	148467.22	0	0	0	0	98988.98	166579.44	66392.67	0	312360.34	254719.55	160060.4	188567.2	0	165522.88	189018.5	277988.1	315927.03	209141.52	342162.4	157726.36	338787.16	263829.12	0	252649.39	184886.16	125496.5	305542.12	150709.89	124850.375	220830.86	167566.23	137216.53	228873.14	223346.45	167998.28	148772.67	196823.48	127445.695	192619.97	318059.28	295270.16	202624.88	164199.78	188861.08	0	303824.84	208351.81	0	0	128818.13	304591.78	179456.2	257739.6	212777.19	279631.3
